,Police_Force_Name,Year,Quarter,Offence_Group,Number_of_Arrests,Arrests_Ranked,Region,Level_of_Lockdown
58899,London. City of,2021,3,Theft offences,21,(20.0. 40.0],South East,Medium
13234,Kent,2020,1,Public order offences,1,(-0.001. 20.0],South East,High
73618,Metropolitan Police,2021,3,Violence against the person,24,(20.0. 40.0],South East,Medium
11311,Hampshire,2020,1,Violence against the person,17,(-0.001. 20.0],South East,High
75515,North Yorkshire,2021,3,Public order offences,1,(-0.001. 20.0],North,Medium
58086,Greater Manchester,2021,3,Sexual offences,2,(-0.001. 20.0],West Midlands,Medium
2285,Avon and Somerset,2020,1,Violence against the person,20,(-0.001. 20.0],South West,High
22367,Staffordshire,2020,1,Sexual offences,1,(-0.001. 20.0],West Midlands,High
28094,Avon and Somerset,2019,1,Criminal damage and arson,1,(-0.001. 20.0],South West,No Lockdown
93946,Essex,2021,1,Sexual offences,9,(-0.001. 20.0],South East,Medium
49855,South Yorkshire,2019,1,Theft offences,167,(160.0. 180.0],East Midlands,No Lockdown
61020,Avon and Somerset,2021,3,Theft offences,1,(-0.001. 20.0],South West,Medium
55157,West Midlands,2019,1,Drug offences,1,(-0.001. 20.0],West Midlands,No Lockdown
94861,Gloucestershire,2021,1,Violence against the person,11,(-0.001. 20.0],South West,Medium
36381,Gloucestershire,2019,1,Sexual offences,2,(-0.001. 20.0],South West,No Lockdown
58005,Gloucestershire,2021,3,Drug offences,53,(40.0. 60.0],South West,Medium
33061,Devon and Cornwall,2019,1,Theft offences,2,(-0.001. 20.0],South West,No Lockdown
18266,North Yorkshire,2020,1,Sexual offences,8,(-0.001. 20.0],North,High
63849,Cumbria,2021,3,Theft offences,49,(40.0. 60.0],North,Medium
21762,South Yorkshire,2020,1,Public order offences,22,(20.0. 40.0],East Midlands,High
80974,Thames Valley,2021,3,Violence against the person,16,(-0.001. 20.0],South East,Medium
75896,Northamptonshire,2021,3,Theft offences,1,(-0.001. 20.0],East Midlands,Medium
20068,Nottinghamshire,2020,1,Sexual offences,3,(-0.001. 20.0],East Midlands,High
65752,Durham,2021,3,Sexual offences,2,(-0.001. 20.0],North,Medium
34121,Dorset,2019,1,Violence against the person,24,(20.0. 40.0],South West,No Lockdown
91857,Devon and Cornwall,2021,1,Theft offences,11,(-0.001. 20.0],South West,Medium
92672,Dorset,2021,1,Violence against the person,2,(-0.001. 20.0],South West,Medium
64535,Derbyshire,2021,3,Violence against the person,641,(600. 700],West Midlands,Medium
68951,Gwent,2021,3,Drug offences,7,(-0.001. 20.0],South West,Medium
43284,Merseyside,2019,1,Violence against the person,39,(20.0. 40.0],West Midlands,No Lockdown
14647,Leicestershire,2020,1,Violence against the person,9,(-0.001. 20.0],East Midlands,High
30719,Cheshire,2019,1,Public order offences,4,(-0.001. 20.0],West Midlands,No Lockdown
23989,Sussex,2020,1,Public order offences,1,(-0.001. 20.0],South East,High
50171,Staffordshire,2019,1,Violence against the person,4,(-0.001. 20.0],West Midlands,No Lockdown
93678,Dyfed-Powys,2021,1,Violence against the person,169,(160.0. 180.0],South West,Medium
12038,Humberside,2020,1,Sexual offences,4,(-0.001. 20.0],East Midlands,High
98759,Kent,2021,1,Drug offences,245,(200. 300],South East,Medium
20932,South Wales,2020,1,Theft offences,7,(-0.001. 20.0],South West,High
23395,Surrey,2020,1,Theft offences,1265,(1200. 1300],South East,High
73502,Merseyside,2021,3,Violence against the person,2,(-0.001. 20.0],West Midlands,Medium
96624,Hampshire,2021,1,Violence against the person,1,(-0.001. 20.0],South East,Medium
2917,Avon and Somerset,2020,1,Violence against the person,16,(-0.001. 20.0],South West,High
5799,Cumbria,2020,1,Theft offences,3,(-0.001. 20.0],North,High
90826,Cumbria,2021,1,Criminal damage and arson,1,(-0.001. 20.0],North,Medium
105282,Nottinghamshire,2021,1,Sexual offences,2,(-0.001. 20.0],East Midlands,Medium
16446,Metropolitan Police,2020,1,Theft offences,2,(-0.001. 20.0],South East,High
79694,Suffolk,2021,3,Violence against the person,2,(-0.001. 20.0],East Midlands,Medium
95761,Greater Manchester,2021,1,Violence against the person,2,(-0.001. 20.0],West Midlands,Medium
94154,Essex,2021,1,Theft offences,5,(-0.001. 20.0],South East,Medium
19154,Northamptonshire,2020,1,Violence against the person,5,(-0.001. 20.0],East Midlands,High
2734,Avon and Somerset,2020,1,Public order offences,26,(20.0. 40.0],South West,High
78576,South Yorkshire,2021,3,Violence against the person,8,(-0.001. 20.0],East Midlands,Medium
2946,Avon and Somerset,2020,1,Drug offences,12,(-0.001. 20.0],South West,High
100525,Lincolnshire,2021,1,Public order offences,1,(-0.001. 20.0],East Midlands,Medium
100822,Merseyside,2021,1,Violence against the person,13,(-0.001. 20.0],West Midlands,Medium
85915,Merseyside,2021,1,Violence against the person,22,(20.0. 40.0],West Midlands,Medium
6644,Derbyshire,2020,1,Drug offences,9,(-0.001. 20.0],West Midlands,High
900,Kent,2020,1,Violence against the person,365,(300. 400],South East,High
50691,Suffolk,2019,1,Theft offences,2,(-0.001. 20.0],East Midlands,No Lockdown
8908,Dyfed-Powys,2020,1,Violence against the person,40,(20.0. 40.0],South West,High
108492,Surrey,2021,1,Criminal damage and arson,210,(200. 300],South East,Medium
20788,South Wales,2020,1,Theft offences,1,(-0.001. 20.0],South West,High
39610,Humberside,2019,1,Public order offences,1,(-0.001. 20.0],East Midlands,No Lockdown
20768,South Wales,2020,1,Sexual offences,1,(-0.001. 20.0],South West,High
6776,Devon and Cornwall,2020,1,Violence against the person,1,(-0.001. 20.0],South West,High
2736,Avon and Somerset,2020,1,Public order offences,73,(60.0. 80.0],South West,High
101625,Metropolitan Police,2021,1,Theft offences,4,(-0.001. 20.0],South East,Medium
3327,Bedfordshire,2020,1,Criminal damage and arson,9,(-0.001. 20.0],South East,High
39355,Humberside,2019,1,Violence against the person,808,(800. 900],East Midlands,No Lockdown
13768,Lancashire,2020,1,Violence against the person,39,(20.0. 40.0],West Midlands,High
106217,South Wales,2021,1,Violence against the person,6,(-0.001. 20.0],South West,Medium
89813,Cheshire,2021,1,Public order offences,3,(-0.001. 20.0],West Midlands,Medium
37969,Hampshire,2019,1,Criminal damage and arson,2,(-0.001. 20.0],South East,No Lockdown
34668,Durham,2019,1,Theft offences,323,(300. 400],North,No Lockdown
103564,North Yorkshire,2021,1,Theft offences,76,(60.0. 80.0],North,Medium
23353,Surrey,2020,1,Violence against the person,4,(-0.001. 20.0],South East,High
23559,Surrey,2020,1,Sexual offences,1,(-0.001. 20.0],South East,High
109095,Sussex,2021,1,Theft offences,2,(-0.001. 20.0],South East,Medium
106669,South Yorkshire,2021,1,Theft offences,1,(-0.001. 20.0],East Midlands,Medium
5263,Cleveland,2020,1,Violence against the person,1,(-0.001. 20.0],North,High
41566,Lancashire,2019,1,Theft offences,3,(-0.001. 20.0],West Midlands,No Lockdown
34323,Durham,2019,1,Theft offences,2,(-0.001. 20.0],North,No Lockdown
60382,Warwickshire,2021,3,Theft offences,1,(-0.001. 20.0],West Midlands,Medium
70658,Kent,2021,3,Sexual offences,2,(-0.001. 20.0],South East,Medium
100807,London. City of,2021,1,Public order offences,1,(-0.001. 20.0],South East,Medium
440,Durham,2020,1,Sexual offences,1,(-0.001. 20.0],North,High
5540,Cleveland,2020,1,Drug offences,2,(-0.001. 20.0],North,High
33769,Dorset,2019,1,Violence against the person,21,(20.0. 40.0],South West,No Lockdown
35477,Essex,2019,1,Criminal damage and arson,2,(-0.001. 20.0],South East,No Lockdown
67471,Gloucestershire,2021,3,Theft offences,23,(20.0. 40.0],South West,Medium
29863,Cambridgeshire,2019,1,Violence against the person,2,(-0.001. 20.0],East Midlands,No Lockdown
86892,Sussex,2021,1,Theft offences,14,(-0.001. 20.0],South East,Medium
10355,Gwent,2020,1,Theft offences,4,(-0.001. 20.0],South West,High
95352,Greater Manchester,2021,1,Theft offences,3,(-0.001. 20.0],West Midlands,Medium
98028,Humberside,2021,1,Violence against the person,29,(20.0. 40.0],East Midlands,Medium
112382,West Yorkshire,2021,1,Public order offences,8,(-0.001. 20.0],East Midlands,Medium
30214,Cambridgeshire,2019,1,Violence against the person,1,(-0.001. 20.0],East Midlands,No Lockdown
82471,West Mercia,2021,3,Public order offences,634,(600. 700],South West,Medium
9266,Essex,2020,1,Theft offences,34,(20.0. 40.0],South East,High
66077,Durham,2021,3,Public order offences,2,(-0.001. 20.0],North,Medium
50620,Staffordshire,2019,1,Theft offences,26,(20.0. 40.0],West Midlands,No Lockdown
72667,Lincolnshire,2021,3,Criminal damage and arson,1,(-0.001. 20.0],East Midlands,Medium
52833,Thames Valley,2019,1,Violence against the person,3,(-0.001. 20.0],South East,No Lockdown
75499,North Yorkshire,2021,3,Criminal damage and arson,7,(-0.001. 20.0],North,Medium
101822,Metropolitan Police,2021,1,Theft offences,1,(-0.001. 20.0],South East,Medium
31757,Cumbria,2019,1,Theft offences,1,(-0.001. 20.0],North,No Lockdown
100492,Lincolnshire,2021,1,Criminal damage and arson,1,(-0.001. 20.0],East Midlands,Medium
9936,Gloucestershire,2020,1,Theft offences,138,(120.0. 140.0],South West,High
35472,Essex,2019,1,Criminal damage and arson,190,(180.0. 200.0],South East,No Lockdown
26478,West Midlands,2020,1,Sexual offences,1,(-0.001. 20.0],West Midlands,High
30287,Cambridgeshire,2019,1,Sexual offences,1,(-0.001. 20.0],East Midlands,No Lockdown
41772,Leicestershire,2019,1,Violence against the person,2,(-0.001. 20.0],East Midlands,No Lockdown
38678,Hampshire,2019,1,Violence against the person,42,(40.0. 60.0],South East,No Lockdown
5381,Cleveland,2020,1,Criminal damage and arson,3,(-0.001. 20.0],North,High
37071,Greater Manchester,2019,1,Violence against the person,8,(-0.001. 20.0],West Midlands,No Lockdown
89580,Cheshire,2021,1,Theft offences,2,(-0.001. 20.0],West Midlands,Medium
83261,West Yorkshire,2021,3,Sexual offences,116,(100.0. 120.0],East Midlands,Medium
33270,Devon and Cornwall,2019,1,Violence against the person,1,(-0.001. 20.0],South West,No Lockdown
52606,Sussex,2019,1,Sexual offences,2,(-0.001. 20.0],South East,No Lockdown
32795,Devon and Cornwall,2019,1,Theft offences,1,(-0.001. 20.0],South West,No Lockdown
58376,Hertfordshire,2021,3,Public order offences,1,(-0.001. 20.0],South East,Medium
90861,Cumbria,2021,1,Public order offences,1,(-0.001. 20.0],North,Medium
72807,Lincolnshire,2021,3,Violence against the person,1,(-0.001. 20.0],East Midlands,Medium
27897,Wiltshire,2020,1,Theft offences,1,(-0.001. 20.0],South West,High
66746,Essex,2021,3,Theft offences,16,(-0.001. 20.0],South East,Medium
61278,Avon and Somerset,2021,3,Violence against the person,465,(400. 500],South West,Medium
19687,Northumbria,2020,1,Criminal damage and arson,8,(-0.001. 20.0],North,High
8388,Durham,2020,1,Public order offences,5,(-0.001. 20.0],North,High
39543,Humberside,2019,1,Violence against the person,519,(500. 600],East Midlands,No Lockdown
53137,Thames Valley,2019,1,Theft offences,28,(20.0. 40.0],South East,No Lockdown
85596,Lancashire,2021,1,Sexual offences,5,(-0.001. 20.0],West Midlands,Medium
9011,Dyfed-Powys,2020,1,Public order offences,2,(-0.001. 20.0],South West,High
45761,North Wales,2019,1,Theft offences,8,(-0.001. 20.0],South West,No Lockdown
59444,Northamptonshire,2021,3,Theft offences,15,(-0.001. 20.0],East Midlands,Medium
22346,Staffordshire,2020,1,Public order offences,11,(-0.001. 20.0],West Midlands,High
59905,Staffordshire,2021,3,Theft offences,21,(20.0. 40.0],West Midlands,Medium
109581,Thames Valley,2021,1,Public order offences,1,(-0.001. 20.0],South East,Medium
66520,Dyfed-Powys,2021,3,Public order offences,2,(-0.001. 20.0],South West,Medium
72778,Lincolnshire,2021,3,Violence against the person,407,(400. 500],East Midlands,Medium
39257,Hertfordshire,2019,1,Theft offences,13,(-0.001. 20.0],South East,No Lockdown
44271,Metropolitan Police,2019,1,Violence against the person,22,(20.0. 40.0],South East,No Lockdown
84215,Avon and Somerset,2021,1,Violence against the person,24,(20.0. 40.0],South West,Medium
50262,Staffordshire,2019,1,Theft offences,2,(-0.001. 20.0],West Midlands,No Lockdown
15254,Lincolnshire,2020,1,Public order offences,7,(-0.001. 20.0],East Midlands,High
78730,Staffordshire,2021,3,Violence against the person,2,(-0.001. 20.0],West Midlands,Medium
67221,Essex,2021,3,Violence against the person,9,(-0.001. 20.0],South East,Medium
36640,Greater Manchester,2019,1,Violence against the person,7,(-0.001. 20.0],West Midlands,No Lockdown
7207,Devon and Cornwall,2020,1,Sexual offences,15,(-0.001. 20.0],South West,High
106506,South Yorkshire,2021,1,Sexual offences,1,(-0.001. 20.0],East Midlands,Medium
91427,Derbyshire,2021,1,Public order offences,19,(-0.001. 20.0],West Midlands,Medium
60505,West Mercia,2021,3,Violence against the person,9,(-0.001. 20.0],South West,Medium
78933,Staffordshire,2021,3,Theft offences,191,(180.0. 200.0],West Midlands,Medium
110347,Warwickshire,2021,1,Criminal damage and arson,5,(-0.001. 20.0],West Midlands,Medium
50671,Staffordshire,2019,1,Violence against the person,4,(-0.001. 20.0],West Midlands,No Lockdown
49634,South Yorkshire,2019,1,Public order offences,33,(20.0. 40.0],East Midlands,No Lockdown
55561,West Yorkshire,2019,1,Criminal damage and arson,2,(-0.001. 20.0],East Midlands,No Lockdown
33118,Devon and Cornwall,2019,1,Criminal damage and arson,32,(20.0. 40.0],South West,No Lockdown
54209,West Mercia,2019,1,Violence against the person,1,(-0.001. 20.0],South West,No Lockdown
3730,British Transport Police,2020,1,Violence against the person,12,(-0.001. 20.0],British Transport Police,High
89690,Cheshire,2021,1,Theft offences,87,(80.0. 100.0],West Midlands,Medium
46667,Northamptonshire,2019,1,Criminal damage and arson,3,(-0.001. 20.0],East Midlands,No Lockdown
45499,North Wales,2019,1,Violence against the person,3,(-0.001. 20.0],South West,No Lockdown
75436,North Yorkshire,2021,3,Theft offences,1,(-0.001. 20.0],North,Medium
63033,Cheshire,2021,3,Violence against the person,1,(-0.001. 20.0],West Midlands,Medium
4498,Cheshire,2020,1,Violence against the person,10,(-0.001. 20.0],West Midlands,High
72734,Lincolnshire,2021,3,Public order offences,1,(-0.001. 20.0],East Midlands,Medium
83708,West Yorkshire,2021,3,Violence against the person,12,(-0.001. 20.0],East Midlands,Medium
53768,Warwickshire,2019,1,Theft offences,7,(-0.001. 20.0],West Midlands,No Lockdown
44109,Metropolitan Police,2019,1,Criminal damage and arson,194,(180.0. 200.0],South East,No Lockdown
56423,Wiltshire,2019,1,Violence against the person,54,(40.0. 60.0],South West,No Lockdown
64751,Devon and Cornwall,2021,3,Sexual offences,1,(-0.001. 20.0],South West,Medium
102411,Norfolk,2021,1,Sexual offences,1,(-0.001. 20.0],East Midlands,Medium
38898,Hertfordshire,2019,1,Public order offences,1,(-0.001. 20.0],South East,No Lockdown
36722,Greater Manchester,2019,1,Criminal damage and arson,1,(-0.001. 20.0],West Midlands,No Lockdown
42987,London. City of,2019,1,Theft offences,1,(-0.001. 20.0],South East,No Lockdown
81414,Thames Valley,2021,3,Violence against the person,604,(600. 700],South East,Medium
39179,Hertfordshire,2019,1,Sexual offences,6,(-0.001. 20.0],South East,No Lockdown
1696,Suffolk,2020,1,Sexual offences,3,(-0.001. 20.0],East Midlands,High
54830,West Midlands,2019,1,Violence against the person,7,(-0.001. 20.0],West Midlands,No Lockdown
68020,Greater Manchester,2021,3,Public order offences,1,(-0.001. 20.0],West Midlands,Medium
87978,Avon and Somerset,2021,1,Violence against the person,3,(-0.001. 20.0],South West,Medium
92278,Dorset,2021,1,Violence against the person,2,(-0.001. 20.0],South West,Medium
50632,Staffordshire,2019,1,Theft offences,81,(80.0. 100.0],West Midlands,No Lockdown
20715,South Wales,2020,1,Sexual offences,2,(-0.001. 20.0],South West,High
97949,Humberside,2021,1,Public order offences,2,(-0.001. 20.0],East Midlands,Medium
3600,British Transport Police,2020,1,Sexual offences,2,(-0.001. 20.0],British Transport Police,High
81892,Warwickshire,2021,3,Violence against the person,1,(-0.001. 20.0],West Midlands,Medium
103640,North Yorkshire,2021,1,Theft offences,262,(200. 300],North,Medium
34275,Durham,2019,1,Criminal damage and arson,29,(20.0. 40.0],North,No Lockdown
25604,Warwickshire,2020,1,Public order offences,1,(-0.001. 20.0],West Midlands,High
65810,Durham,2021,3,Theft offences,4,(-0.001. 20.0],North,Medium
108963,Sussex,2021,1,Theft offences,4,(-0.001. 20.0],South East,Medium
25566,Warwickshire,2020,1,Criminal damage and arson,1,(-0.001. 20.0],West Midlands,High
102119,Metropolitan Police,2021,1,Sexual offences,1,(-0.001. 20.0],South East,Medium
101947,Metropolitan Police,2021,1,Criminal damage and arson,1,(-0.001. 20.0],South East,Medium
105560,Nottinghamshire,2021,1,Public order offences,3,(-0.001. 20.0],East Midlands,Medium
92264,Dorset,2021,1,Violence against the person,6,(-0.001. 20.0],South West,Medium
44061,Metropolitan Police,2019,1,Theft offences,1,(-0.001. 20.0],South East,No Lockdown
54492,West Mercia,2019,1,Public order offences,1,(-0.001. 20.0],South West,No Lockdown
57700,Durham,2021,3,Sexual offences,7,(-0.001. 20.0],North,Medium
106024,South Wales,2021,1,Theft offences,11,(-0.001. 20.0],South West,Medium
25189,Thames Valley,2020,1,Public order offences,1,(-0.001. 20.0],South East,High
34128,Dorset,2019,1,Drug offences,1,(-0.001. 20.0],South West,No Lockdown
69252,Hampshire,2021,3,Criminal damage and arson,2,(-0.001. 20.0],South East,Medium
20814,South Wales,2020,1,Theft offences,4,(-0.001. 20.0],South West,High
7684,Dorset,2020,1,Criminal damage and arson,3,(-0.001. 20.0],South West,High
51962,Surrey,2019,1,Violence against the person,2,(-0.001. 20.0],South East,No Lockdown
41994,Leicestershire,2019,1,Public order offences,24,(20.0. 40.0],East Midlands,No Lockdown
58510,Kent,2021,3,Sexual offences,7,(-0.001. 20.0],South East,Medium
80554,Sussex,2021,3,Theft offences,6,(-0.001. 20.0],South East,Medium
111024,West Mercia,2021,1,Violence against the person,2,(-0.001. 20.0],South West,Medium
12900,Kent,2020,1,Theft offences,17,(-0.001. 20.0],South East,High
95528,Greater Manchester,2021,1,Public order offences,2,(-0.001. 20.0],West Midlands,Medium
23878,Sussex,2020,1,Sexual offences,3,(-0.001. 20.0],South East,High
86254,Northamptonshire,2021,1,Violence against the person,6,(-0.001. 20.0],East Midlands,Medium
21877,South Yorkshire,2020,1,Drug offences,5,(-0.001. 20.0],East Midlands,High
31933,Cumbria,2019,1,Criminal damage and arson,1,(-0.001. 20.0],North,No Lockdown
89905,Cheshire,2021,1,Violence against the person,29,(20.0. 40.0],West Midlands,Medium
6856,Devon and Cornwall,2020,1,Sexual offences,4,(-0.001. 20.0],South West,High
